Western Area Rural,205847740,Western Area Urban,residential
Western Area Rural,306771546,Western Area Urban,track
Western Area Rural,299120912,Western Area Urban,track
Western Area Rural,28392965,Western Area Urban,unclassified
Western Area Rural,205847700,Western Area Urban,residential
Western Area Rural,176819725,Western Area Urban,primary
Western Area Rural,298814150,Western Area Urban,residential
Western Area Rural,306950397,Western Area Urban,track
Western Area Rural,298783020,Western Area Urban,residential
Western Area Rural,298672521,Western Area Urban,unclassified
Western Area Rural,300033753,Western Area Urban,residential
Western Area Rural,34692618,Western Area Urban,primary
Western Area Rural,299282106,Port Loko,unclassified
Western Area Rural,205999912,Western Area Urban,residential
Western Area Rural,299255129,Port Loko,track
Kenema,295644069,Bo,path
Kenema,295644068,Bo,path
Kenema,296686743,Bo,track
Kenema,295644067,Bo,path
Kenema,295644065,Bo,path
Kenema,193153060,Tonkolili,tertiary
Kenema,293263799,Kono,path
Kenema,293042994,Kailahun,path
Kenema,296863739,Bo,path
Kenema,292230137,Pujehun,unclassified
Kenema,296065837,Bo,path
Kenema,292320833,Pujehun,unclassified
Kenema,295737162,Bo,track
Kenema,196987170,Bo,unclassified
Kenema,291814269,Bo,unclassified
Kenema,300606142,Kono,residential
Kenema,304836699,Kono,path
Kenema,288889588,Kono,tertiary
Kenema,295331554,Bo,path
Kenema,193610045,Pujehun,unclassified
Kenema,297437150,Bo,unclassified
Kenema,193610041,Pujehun,secondary
Kenema,193610514,Pujehun,unclassified
Kenema,293263803,Kono,tertiary
Kenema,291809170,Bo,unclassified
Kenema,294963861,Kono,path
Kenema,296303864,Bo,path
Kenema,304838962,Kono,path
Kenema,194636263,Bo,unclassified
Kenema,194636250,Bo,unclassified
Kenema,296869658,Bo,path
Kenema,295451869,Bo,path
Kenema,291992777,Bo,unclassified
Kenema,295577235,Bo,path
Kenema,295340057,Bo,path
Kenema,198313153,Bo,unclassified
Kenema,194456679,Bo,unclassified
Kenema,295538475,Bo,track
Kenema,298803914,Bo,path
Kenema,293099360,Kono,path
Kenema,288840085,Kailahun,tertiary
Kenema,292214454,Pujehun,unclassified
Kenema,293447257,Bo,road
Kenema,296062331,Bo,path
Kenema,295642355,Bo,path
Kenema,296062335,Bo,path
Kenema,293948152,Tonkolili,path
Kenema,289557203,Kailahun,unclassified
Kenema,293356204,Kailahun,tertiary
Kenema,293948140,Tonkolili,path
Kenema,297168345,Kailahun,secondary
Kenema,292649206,Kailahun,unclassified
Kenema,292442821,Bo,unclassified
Kenema,292079946,Bo,unclassified
Kenema,292462055,Tonkolili,path
Kenema,195573000,Bo,tertiary
Kenema,300298838,Bo,path
Kenema,296863769,Bo,path
Kenema,291814262,Bo,unclassified
Kenema,300259051,Bo,path
Kenema,296625491,Bo,track
Kenema,296303658,Bo,path
Kenema,295720094,Bo,track
Kenema,289106538,Kailahun,unclassified
Kenema,296411141,Bo,track
Kenema,295387337,Bo,path
Kenema,294963868,Kono,path
Kenema,39767319,Pujehun,primary
Kenema,292963530,Kono,unclassified
Kenema,293450879,Kono,unclassified
Kenema,296625481,Bo,track
Kenema,293375656,Tonkolili,path
Kenema,293948159,Tonkolili,path
